reading	kind	characters	surfaces	parts_of_speech	allocations	school_source_count	school_sources	japanese_education_source_count	japanese_education_sources	auto_rule_failures	selected
ちょうおん	terminal	5	長音	名	3	2	国語研,阪本	1	国語研	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうおんき	normal	6	聴音機	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうか	normal	4	超過	名・ス自	3	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうかい	normal	5	懲戒,朝会,町会	名,名・ス他	2,3	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
ちょうかく	normal	5	聴覚,頂角	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうかたる	normal	6	腸カタル	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうかん	terminal	5	朝刊,長官	名	2	4	中央,国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうき	normal	4	弔旗,長期	名	2,3	3	国語研,新阪本,阪本	2	国語研,玉村		auto-selected
ちょうきょり	normal	6	長距離	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうけい	normal	5	長兄	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうけし	normal	5	帳消し	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうこう	normal	5	兆候・徴候,聴講	名,名・ス他	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうこく	normal	5	彫刻	名・ス他	3	5	中央,国語研,新阪本,田中,阪本	4	七種対照,国語研,工藤,木幡		auto-selected
ちょうごう	normal	5	調合	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうさ	normal	4	調査	名・ス他	2	6	中央,児言研,国語研,新阪本,田中,阪本	3	七種対照,国語研,玉村		auto-selected
ちょうざい	normal	5	調剤	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうし	normal	4	×銚子,調子,長子	名	1,3	7	中央,児言研,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ちょうしゅう	normal	6	徴収,徴集,聴衆	名,名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうしょく	normal	6	朝食	名	2	4	中央,国語研,新阪本,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ちょうしん	terminal	5	長身,長針	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうしんき	normal	6	聴診器	名	3	3	新阪本,田中,阪本	2	工藤,木幡		auto-selected
ちょうじ	normal	4	弔辞	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうじかん	terminal	6	長時間	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうじゅう	normal	6	鳥獣	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうじょう	normal	6	長上,頂上	名	1,3	6	中央,国語研,新阪本,池原,田中,阪本	4	七種対照,国語研,工藤,木幡		auto-selected
ちょうじり	normal	5	帳×尻	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうじん	terminal	5	超人	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうず	normal	4	△手△水	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうせい	normal	5	町政,調整,長逝	名,名・ス他,名・ス自	3	5	中央,児言研,国語研,新阪本,阪本	2	七種対照,国語研		auto-selected
ちょうせき	normal	5	朝夕	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうせつ	normal	5	調節	名・ス他	3	5	中央,児言研,国語研,新阪本,阪本	2	七種対照,国語研		auto-selected
ちょうせん	terminal	5	挑戦,朝鮮	名,名・ス自	2,3	3	国語研,新阪本,阪本	3	国語研,工藤,玉村		auto-selected
ちょうぜい	normal	5	徴税,町税	名,名・ス自	2,3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうそ	normal	4	彫塑	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうそく	normal	5	長足	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうそん	terminal	5	町村	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうぞう	normal	5	彫像	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうぞく	normal	5	超俗	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうたつ	normal	5	調達	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうたん	terminal	5	長短	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうだい	normal	5	頂×戴	名・ス他	1	5	国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ちょうちふす	normal	6	腸チフス	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうちょう	normal	6	×蝶×蝶,町長	名	1,2	2	田中,阪本	2	七種対照,木幡	school-source-count-3	unreviewed
ちょうちん	terminal	5	△提△灯	名	1	5	中央,新阪本,池原,田中,阪本	2	工藤,木幡		auto-selected
ちょうつがい	normal	6	×蝶△番	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうづめ	normal	5	腸詰め	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうてい	normal	5	朝廷,調停	名,名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうてん	terminal	5	頂点	名	3	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
ちょうでん	terminal	5	弔電	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうと	normal	4	長途	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうど	normal	4	調度	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうない	normal	5	町内	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうなん	terminal	5	長男	名	2	2	国語研,阪本	2	七種対照,国語研	school-source-count-3	unreviewed
ちょうにん	terminal	5	町人	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうはつ	normal	5	徴発	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうば	normal	4	帳場	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうばつ	normal	5	徴罰	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうふく	normal	5	重複	名・ス自	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうぶん	terminal	5	長文	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうへい	normal	5	徴兵	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうへん	terminal	5	長編・長×篇	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうほう	normal	5	重宝	名・形動・ス他	2	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうほうけい	normal	7	長方形	名	2	3	国語研,新阪本,阪本	3	国語研,工藤,木幡		auto-selected
ちょうほんにん	terminal	7	張本人	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうぼ	normal	4	帳簿	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうぼう	normal	5	眺望	名・ス他	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうみりょう	normal	7	調味料	名	3	3	国語研,新阪本,阪本	3	国語研,工藤,木幡		auto-selected
ちょうみん	terminal	5	町民	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうめ	normal	4	丁目	名・接尾	2	2	中央,国語研	3	七種対照,国語研,工藤	school-source-count-3	unreviewed
ちょうめい	normal	5	長命	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうめん	terminal	5	帳面	名	1	4	中央,池原,田中,阪本	3	七種対照,工藤,木幡		auto-selected
ちょうもん	terminal	5	弔問	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうやく	normal	5	跳躍	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうよう	normal	5	徴用,長幼	名,名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうり	normal	4	調理	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうりゅう	normal	6	潮流	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうりょく	normal	6	聴力	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうるい	normal	5	鳥類	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうれい	normal	5	朝礼	名	2	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
ちょうれん	terminal	5	調練	名・ス他	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうろう	normal	5	長老	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょうわ	normal	4	調和	名・ス自	2	6	中央,児言研,国語研,新阪本,田中,阪本	2	七種対照,国語研		auto-selected
ちょきん	terminal	4	貯金	名・ス自他	1	5	中央,国語研,新阪本,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ちょくえい	normal	5	直営	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょくげん	terminal	5	直言	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょくご	normal	4	勅語,直後	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょくせつ	normal	5	直接	名・ス自・形動	2	6	中央,児言研,国語研,新阪本,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ちょくせん	terminal	5	直線	名	2	4	中央,国語研,新阪本,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ちょくぜん	terminal	5	直前	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょくぞく	normal	5	直属	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょくちょう	normal	6	直腸	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょくつう	normal	5	直通	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ちょくほうたい	normal	7	直方体	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
