reading	kind	characters	auto_rule_failures
おりあい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おりえり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おりおり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おりかえし	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
おりがみ	normal	4	school-source-count-3
おりがみつき	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おりこみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おりたたみ	normal	5	school-source-count-3
おりづめ	normal	4	school-source-count-3
おりづる	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おりばこ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おりふし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おりめ	normal	3	school-source-count-3
おりーぶ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おれんじ	normal	4	school-source-count-3
おろし	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おろち	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おわん	terminal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんいん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんかい	normal	4	school-source-count-3
おんかん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんがえし	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんがくかい	normal	6	school-source-count-3
おんがくしつ	normal	6	school-source-count-3
おんがん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんきゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんきょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんぎ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんくん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんけい	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
おんけつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんけつどうぶつ	normal	8	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんけん	terminal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
おんこ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんこう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんさ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんし	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんしょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんしん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんじゅん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんじょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんじん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんす	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんせい	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
おんせつ	normal	4	school-source-count-3
おんぞん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんだん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんちゅう	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
おんちょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんてい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんてん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんとう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんどく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんどり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんなで	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんなのこ	normal	5	school-source-count-3
おんばん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんぱ	normal	3	school-source-count-3
おんぱれーど	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんびん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんぴょうもじ	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんぷ	normal	3	school-source-count-3
おんみ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんよう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんりつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんりょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おんわ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
おーけすとら	normal	6	school-source-count-3
おーそどっくす	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おーとめーしょん	terminal	8	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
おーる	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かあさま	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かあさん	terminal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
かいあく	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
かいあげ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいいぬ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいいれ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいいん	terminal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
かいうん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいえん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいか	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
かいかい	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
かいかく	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
かいかつ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
かいかん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいが	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
かいき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいきしょく	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいきせん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいきり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいきん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいきんしゃつ	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいぎょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいぐい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいけん	terminal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
かいこう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいこく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいことば	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいこん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいご	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいごう	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
かいさい	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
かいさく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいさつ	normal	4	school-source-count-3
かいさつぐち	normal	6	school-source-count-3
かいさんぶつ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいしめ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいしゅう	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
かいしょう	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
かいしょく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいしん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいじゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいすい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいすう	normal	4	school-source-count-3
かいず	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいせき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいせつ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
かいせん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
かいそ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
かいそく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
